==========> Fault Simulation Begins at                    0 
Undetected fault:   SerialFS_TB.FUT._1074_/Y to 1 at              1507980
Undetected fault:   SerialFS_TB.FUT._1074_/A to 0 at              1508190
Undetected fault:   SerialFS_TB.FUT._1075_/B to 1 at              1508400
Undetected fault:   SerialFS_TB.FUT._1083_/Y to 1 at              1508610
Undetected fault:   SerialFS_TB.FUT._1083_/B to 0 at              1508820
Undetected fault:   SerialFS_TB.FUT._1083_/A to 0 at              1509030
Undetected fault:   SerialFS_TB.FUT._1078_/Y to 0 at              1509240
Undetected fault:   SerialFS_TB.FUT._1082_/Y to 0 at              1509450
Undetected fault:   SerialFS_TB.FUT._1082_/A to 1 at              1509660
Undetected fault:   SerialFS_TB.FUT._1082_/Y to 1 at              1509870
Undetected fault:   SerialFS_TB.FUT._1082_/B to 0 at              1510080
Undetected fault:   SerialFS_TB.FUT._1082_/A to 0 at              1510290
Undetected fault:   SerialFS_TB.FUT._1083_/A to 1 at              1510500
Undetected fault:   SerialFS_TB.FUT._1078_/B to 1 at              1510710
Undetected fault:   SerialFS_TB.FUT._1078_/A to 1 at              1510920
Undetected fault:   SerialFS_TB.FUT._1079_/Y to 0 at              1511130
Undetected fault:   SerialFS_TB.FUT._1079_/B to 1 at              1511340
Undetected fault:   SerialFS_TB.FUT._1079_/A to 1 at              1511550
Undetected fault:   SerialFS_TB.FUT._1081_/B to 0 at              1511760
Undetected fault:   SerialFS_TB.FUT._1081_/Y to 1 at              1511970
Undetected fault:   SerialFS_TB.FUT._1080_/A to 0 at              1512180
Undetected fault:   SerialFS_TB.FUT._1080_/Y to 0 at              1512390
Undetected fault:   SerialFS_TB.FUT._1080_/A to 1 at              1512600
Undetected fault:   SerialFS_TB.FUT._1081_/A to 0 at              1512810
Undetected fault:   SerialFS_TB.FUT._1081_/Y to 0 at              1513020
Undetected fault:   SerialFS_TB.FUT._1081_/A to 1 at              1513230
Undetected fault:   SerialFS_TB.FUT._1081_/B to 1 at              1513440
Undetected fault:   SerialFS_TB.FUT._1080_/Y to 1 at              1513650
Undetected fault:   SerialFS_TB.FUT._1079_/Y to 1 at              1513860
Undetected fault:   SerialFS_TB.FUT._1084_/Y to 0 at              1514070
Undetected fault:   SerialFS_TB.FUT._1084_/B to 1 at              1514280
Undetected fault:   SerialFS_TB.FUT._1084_/A to 1 at              1514490
Undetected fault:   SerialFS_TB.FUT._1084_/B to 0 at              1514700
Undetected fault:   SerialFS_TB.FUT._1084_/Y to 1 at              1514910
Undetected fault:   SerialFS_TB.FUT._1091_/Y to 1 at              1515120
Undetected fault:   SerialFS_TB.FUT._1091_/A to 0 at              1515330
Undetected fault:   SerialFS_TB.FUT._1091_/B to 0 at              1515540
Undetected fault:   SerialFS_TB.FUT._1090_/Y to 0 at              1515750
Undetected fault:   SerialFS_TB.FUT._1085_/Y to 0 at              1515960
Undetected fault:   SerialFS_TB.FUT._1091_/Y to 0 at              1516170
Undetected fault:   SerialFS_TB.FUT._1090_/B to 1 at              1516380
Undetected fault:   SerialFS_TB.FUT._1090_/A to 1 at              1516590
Undetected fault:   SerialFS_TB.FUT._1090_/Y to 1 at              1516800
Undetected fault:   SerialFS_TB.FUT._1090_/B to 0 at              1517010
Undetected fault:   SerialFS_TB.FUT._1090_/A to 0 at              1517220
Undetected fault:   SerialFS_TB.FUT._1091_/A to 1 at              1517430
Undetected fault:   SerialFS_TB.FUT._1085_/B to 1 at              1517640
Undetected fault:   SerialFS_TB.FUT._1085_/A to 1 at              1517850
Undetected fault:   SerialFS_TB.FUT._1085_/Y to 1 at              1518060
Undetected fault:   SerialFS_TB.FUT._1085_/A to 0 at              1518270
Undetected fault:   SerialFS_TB.FUT._1085_/B to 0 at              1518480
Undetected fault:   SerialFS_TB.FUT._1091_/B to 1 at              1518690
Undetected fault:   SerialFS_TB.FUT._1086_/Y to 0 at              1518900
Undetected fault:   SerialFS_TB.FUT._1086_/A to 1 at              1519110
Undetected fault:   SerialFS_TB.FUT._1088_/B to 0 at              1519320
Undetected fault:   SerialFS_TB.FUT._1088_/Y to 1 at              1519530
Undetected fault:   SerialFS_TB.FUT._1087_/Y to 0 at              1519740
Undetected fault:   SerialFS_TB.FUT._1087_/B to 1 at              1519950
Undetected fault:   SerialFS_TB.FUT._1087_/A to 1 at              1520160
Undetected fault:   SerialFS_TB.FUT._1088_/A to 0 at              1520370
Undetected fault:   SerialFS_TB.FUT._1086_/B to 0 at              1520580
Undetected fault:   SerialFS_TB.FUT._1086_/A to 0 at              1520790
Undetected fault:   SerialFS_TB.FUT._1088_/Y to 0 at              1521000
Undetected fault:   SerialFS_TB.FUT._1088_/B to 1 at              1521210
Undetected fault:   SerialFS_TB.FUT._1088_/A to 1 at              1521420
Undetected fault:   SerialFS_TB.FUT._1086_/Y to 1 at              1521630
Undetected fault:   SerialFS_TB.FUT._1087_/Y to 1 at              1521840
Undetected fault:   SerialFS_TB.FUT._1089_/Y to 0 at              1522050
Undetected fault:   SerialFS_TB.FUT._1089_/B to 1 at              1522260
Undetected fault:   SerialFS_TB.FUT._1089_/A to 1 at              1522470
Undetected fault:   SerialFS_TB.FUT._1089_/Y to 1 at              1522680
Undetected fault:   SerialFS_TB.FUT._1089_/B to 0 at              1522890
Undetected fault:   SerialFS_TB.FUT._1089_/A to 0 at              1523100
Undetected fault:   SerialFS_TB.FUT._1092_/Y to 0 at              1523310
Undetected fault:   SerialFS_TB.FUT._1092_/B to 1 at              1523520
Undetected fault:   SerialFS_TB.FUT._1092_/A to 1 at              1523730
Undetected fault:   SerialFS_TB.FUT._1092_/Y to 1 at              1523940
Undetected fault:   SerialFS_TB.FUT._1092_/A to 0 at              1524150
Undetected fault:   SerialFS_TB.FUT._1092_/B to 0 at              1524360
Undetected fault:   SerialFS_TB.FUT._1093_/Y to 0 at              1524570
Undetected fault:   SerialFS_TB.FUT._1093_/A to 1 at              1524780
Undetected fault:   SerialFS_TB.FUT._1095_/B to 0 at              1524990
Undetected fault:   SerialFS_TB.FUT._1095_/A to 0 at              1525200
Undetected fault:   SerialFS_TB.FUT._1095_/Y to 1 at              1525410
Undetected fault:   SerialFS_TB.FUT._1095_/Y to 0 at              1525620
Undetected fault:   SerialFS_TB.FUT._1095_/B to 1 at              1525830
Undetected fault:   SerialFS_TB.FUT._1095_/A to 1 at              1526040
Undetected fault:   SerialFS_TB.FUT._1093_/Y to 1 at              1526250
Undetected fault:   SerialFS_TB.FUT._1093_/A to 0 at              1526460
Undetected fault:   SerialFS_TB.FUT._1094_/Y to 0 at              1526670
Undetected fault:   SerialFS_TB.FUT._1094_/A to 1 at              1526880
Undetected fault:   SerialFS_TB.FUT._1094_/B to 1 at              1527090
Undetected fault:   SerialFS_TB.FUT._1094_/B to 0 at              1527300
Undetected fault:   SerialFS_TB.FUT._1094_/A to 0 at              1527510
Undetected fault:   SerialFS_TB.FUT._1094_/Y to 1 at              1527720
Undetected fault:   SerialFS_TB.FUT._1096_/Y to 0 at              1527930
Undetected fault:   SerialFS_TB.FUT._1096_/A to 1 at              1528140
Undetected fault:   SerialFS_TB.FUT._1096_/Y to 1 at              1528350
Undetected fault:   SerialFS_TB.FUT._1096_/A to 0 at              1528560
Undetected fault:   SerialFS_TB.FUT._1097_/Y to 0 at              1528770
Undetected fault:   SerialFS_TB.FUT._1097_/A to 1 at              1528980
Undetected fault:   SerialFS_TB.FUT._1098_/B to 0 at              1529190
Undetected fault:   SerialFS_TB.FUT._1098_/A to 0 at              1529400
Undetected fault:   SerialFS_TB.FUT._1098_/Y to 1 at              1529610
Undetected fault:   SerialFS_TB.FUT._1098_/Y to 0 at              1529820
Undetected fault:   SerialFS_TB.FUT._1098_/B to 1 at              1530030
Undetected fault:   SerialFS_TB.FUT._1098_/A to 1 at              1530240
Undetected fault:   SerialFS_TB.FUT._1097_/Y to 1 at              1530450
Undetected fault:   SerialFS_TB.FUT._1097_/A to 0 at              1530660
Undetected fault:   SerialFS_TB.FUT._1099_/Y to 1 at              1530870
Undetected fault:   SerialFS_TB.FUT._1099_/B to 0 at              1531290
Undetected fault:   SerialFS_TB.FUT._1100_/Y to 0 at              1531500
Undetected fault:   SerialFS_TB.FUT._1100_/A to 1 at              1531710
Undetected fault:   SerialFS_TB.FUT._1103_/B to 0 at              1531920
Undetected fault:   SerialFS_TB.FUT._1103_/Y to 1 at              1532130
Undetected fault:   SerialFS_TB.FUT._1101_/A to 1 at              1532340
Undetected fault:   SerialFS_TB.FUT._1102_/Y to 0 at              1532550
Undetected fault:   SerialFS_TB.FUT._1102_/A to 1 at              1532760
Undetected fault:   SerialFS_TB.FUT._1101_/Y to 1 at              1532970
Undetected fault:   SerialFS_TB.FUT._1101_/B to 0 at              1533180
Undetected fault:   SerialFS_TB.FUT._1103_/A to 0 at              1533390
Undetected fault:   SerialFS_TB.FUT._1100_/B to 0 at              1533600
Undetected fault:   SerialFS_TB.FUT._1104_/Y to 0 at              1533810
Undetected fault:   SerialFS_TB.FUT._1104_/A to 1 at              1534020
Undetected fault:   SerialFS_TB.FUT._1104_/Y to 1 at              1534230
Undetected fault:   SerialFS_TB.FUT._1107_/Y to 1 at              1534440
Undetected fault:   SerialFS_TB.FUT._1107_/A to 0 at              1534650
Undetected fault:   SerialFS_TB.FUT._1107_/B to 0 at              1534860
Undetected fault:   SerialFS_TB.FUT._1106_/Y to 0 at              1535070
Undetected fault:   SerialFS_TB.FUT._1105_/Y to 0 at              1535280
Undetected fault:   SerialFS_TB.FUT._1106_/A to 1 at              1535490
Undetected fault:   SerialFS_TB.FUT._1105_/A to 1 at              1535700
Undetected fault:   SerialFS_TB.FUT._1105_/Y to 1 at              1535910
Undetected fault:   SerialFS_TB.FUT._1105_/A to 0 at              1536120
Undetected fault:   SerialFS_TB.FUT._1105_/B to 0 at              1536330
Undetected fault:   SerialFS_TB.FUT._1107_/B to 1 at              1536540
Undetected fault:   SerialFS_TB.FUT._1108_/Y to 0 at              1536750
Undetected fault:   SerialFS_TB.FUT._1108_/A to 1 at              1536960
Undetected fault:   SerialFS_TB.FUT._1108_/B to 1 at              1537170
Undetected fault:   SerialFS_TB.FUT._1110_/B to 0 at              1537380
Undetected fault:   SerialFS_TB.FUT._1109_/B to 0 at              1537590
Undetected fault:   SerialFS_TB.FUT._1108_/A to 0 at              1537800
Undetected fault:   SerialFS_TB.FUT._1114_/Y to 1 at              1538010
Undetected fault:   SerialFS_TB.FUT._1114_/B to 0 at              1538220
Undetected fault:   SerialFS_TB.FUT._1114_/A to 0 at              1538430
Undetected fault:   SerialFS_TB.FUT._1111_/Y to 0 at              1538640
Undetected fault:   SerialFS_TB.FUT._1113_/Y to 0 at              1538850
Undetected fault:   SerialFS_TB.FUT._1111_/B to 1 at              1539060
Undetected fault:   SerialFS_TB.FUT._1115_/Y to 0 at              1539270
Undetected fault:   SerialFS_TB.FUT._1115_/B to 1 at              1539480
Undetected fault:   SerialFS_TB.FUT._1115_/A to 1 at              1539690
Undetected fault:   SerialFS_TB.FUT._1120_/B to 0 at              1539900
Undetected fault:   SerialFS_TB.FUT._1119_/A to 0 at              1540110
Undetected fault:   SerialFS_TB.FUT._1117_/Y to 0 at              1540320
Undetected fault:   SerialFS_TB.FUT._1117_/B to 1 at              1540530
Undetected fault:   SerialFS_TB.FUT._1118_/A to 0 at              1540740
Undetected fault:   SerialFS_TB.FUT._1118_/Y to 0 at              1540950
Undetected fault:   SerialFS_TB.FUT._1118_/B to 1 at              1541160
Undetected fault:   SerialFS_TB.FUT._1118_/A to 1 at              1541370
Undetected fault:   SerialFS_TB.FUT._1116_/Y to 1 at              1541580
Undetected fault:   SerialFS_TB.FUT._1117_/Y to 1 at              1541790
Undetected fault:   SerialFS_TB.FUT._1129_/Y to 1 at              1542000
Undetected fault:   SerialFS_TB.FUT._1129_/B to 0 at              1542210
Undetected fault:   SerialFS_TB.FUT._1129_/A to 0 at              1542420
Undetected fault:   SerialFS_TB.FUT._1121_/Y to 0 at              1542630
Undetected fault:   SerialFS_TB.FUT._1128_/Y to 0 at              1542840
Undetected fault:   SerialFS_TB.FUT._1130_/A to 1 at              1543050
Undetected fault:   SerialFS_TB.FUT._1130_/B to 1 at              1543260
Undetected fault:   SerialFS_TB.FUT._1130_/Y to 0 at              1543470
Undetected fault:   SerialFS_TB.FUT._1130_/Y to 1 at              1543680
Undetected fault:   SerialFS_TB.FUT._1130_/B to 0 at              1543890
Undetected fault:   SerialFS_TB.FUT._1130_/A to 0 at              1544100
Undetected fault:   SerialFS_TB.FUT._1129_/Y to 0 at              1544310
Undetected fault:   SerialFS_TB.FUT._1128_/B to 1 at              1544520
Undetected fault:   SerialFS_TB.FUT._1128_/A to 1 at              1544730
Undetected fault:   SerialFS_TB.FUT._1128_/Y to 1 at              1544940
Undetected fault:   SerialFS_TB.FUT._1128_/B to 0 at              1545150
Undetected fault:   SerialFS_TB.FUT._1129_/A to 1 at              1545360
Undetected fault:   SerialFS_TB.FUT._1121_/B to 1 at              1545570
Undetected fault:   SerialFS_TB.FUT._1121_/Y to 1 at              1545780
Undetected fault:   SerialFS_TB.FUT._1129_/B to 1 at              1545990
Undetected fault:   SerialFS_TB.FUT._1122_/Y to 0 at              1546200
Undetected fault:   SerialFS_TB.FUT._1122_/A to 1 at              1546410
Undetected fault:   SerialFS_TB.FUT._1124_/B to 0 at              1546620
Undetected fault:   SerialFS_TB.FUT._1124_/Y to 1 at              1546830
Undetected fault:   SerialFS_TB.FUT._1123_/B to 0 at              1547040
Undetected fault:   SerialFS_TB.FUT._1123_/A to 0 at              1547250
Undetected fault:   SerialFS_TB.FUT._1123_/Y to 0 at              1547460
Undetected fault:   SerialFS_TB.FUT._1123_/A to 1 at              1547670
Undetected fault:   SerialFS_TB.FUT._1124_/A to 0 at              1547880
Undetected fault:   SerialFS_TB.FUT._1124_/Y to 0 at              1548090
Undetected fault:   SerialFS_TB.FUT._1124_/A to 1 at              1548300
Undetected fault:   SerialFS_TB.FUT._1124_/B to 1 at              1548510
Undetected fault:   SerialFS_TB.FUT._1123_/Y to 1 at              1548720
Undetected fault:   SerialFS_TB.FUT._1122_/Y to 1 at              1548930
Undetected fault:   SerialFS_TB.FUT._1127_/Y to 1 at              1549140
Undetected fault:   SerialFS_TB.FUT._1127_/A to 0 at              1549350
Undetected fault:   SerialFS_TB.FUT._1127_/B to 0 at              1549560
Undetected fault:   SerialFS_TB.FUT._1126_/Y to 0 at              1549770
Undetected fault:   SerialFS_TB.FUT._1125_/Y to 0 at              1549980
Undetected fault:   SerialFS_TB.FUT._1126_/B to 1 at              1550190
Undetected fault:   SerialFS_TB.FUT._1126_/A to 1 at              1550400
Undetected fault:   SerialFS_TB.FUT._1125_/Y to 1 at              1550610
Undetected fault:   SerialFS_TB.FUT._1125_/A to 0 at              1550820
Undetected fault:   SerialFS_TB.FUT._1127_/B to 1 at              1551030
Undetected fault:   SerialFS_TB.FUT._1138_/Y to 1 at              1551240
Undetected fault:   SerialFS_TB.FUT._1138_/B to 0 at              1551450
Undetected fault:   SerialFS_TB.FUT._1138_/A to 0 at              1551660
Undetected fault:   SerialFS_TB.FUT._1131_/Y to 0 at              1551870
Undetected fault:   SerialFS_TB.FUT._1137_/Y to 0 at              1552080
Undetected fault:   SerialFS_TB.FUT._1138_/Y to 0 at              1552290
Undetected fault:   SerialFS_TB.FUT._1137_/B to 1 at              1552500
Undetected fault:   SerialFS_TB.FUT._1137_/A to 1 at              1552710
Undetected fault:   SerialFS_TB.FUT._1137_/Y to 1 at              1552920
Undetected fault:   SerialFS_TB.FUT._1137_/A to 0 at              1553130
Undetected fault:   SerialFS_TB.FUT._1137_/B to 0 at              1553340
Undetected fault:   SerialFS_TB.FUT._1138_/A to 1 at              1553550
Undetected fault:   SerialFS_TB.FUT._1131_/B to 1 at              1553760
Undetected fault:   SerialFS_TB.FUT._1131_/A to 1 at              1553970
Undetected fault:   SerialFS_TB.FUT._1131_/Y to 1 at              1554180
Undetected fault:   SerialFS_TB.FUT._1131_/B to 0 at              1554390
Undetected fault:   SerialFS_TB.FUT._1131_/A to 0 at              1554600
Undetected fault:   SerialFS_TB.FUT._1138_/B to 1 at              1554810
Undetected fault:   SerialFS_TB.FUT._1132_/Y to 0 at              1555020
Undetected fault:   SerialFS_TB.FUT._1132_/A to 1 at              1555230
Undetected fault:   SerialFS_TB.FUT._1132_/Y to 1 at              1555440
Undetected fault:   SerialFS_TB.FUT._1132_/A to 0 at              1555650
Undetected fault:   SerialFS_TB.FUT._1133_/Y to 0 at              1555860
Undetected fault:   SerialFS_TB.FUT._1133_/B to 1 at              1556070
Undetected fault:   SerialFS_TB.FUT._1133_/A to 1 at              1556280
Undetected fault:   SerialFS_TB.FUT._1135_/B to 0 at              1556490
Undetected fault:   SerialFS_TB.FUT._1135_/Y to 1 at              1556700
Undetected fault:   SerialFS_TB.FUT._1134_/Y to 0 at              1556910
Undetected fault:   SerialFS_TB.FUT._1134_/B to 1 at              1557120
Undetected fault:   SerialFS_TB.FUT._1135_/A to 0 at              1557330
Undetected fault:   SerialFS_TB.FUT._1133_/B to 0 at              1557540
Undetected fault:   SerialFS_TB.FUT._1136_/Y to 0 at              1557750
Undetected fault:   SerialFS_TB.FUT._1136_/B to 1 at              1557960
Undetected fault:   SerialFS_TB.FUT._1136_/A to 1 at              1558170
Undetected fault:   SerialFS_TB.FUT._1136_/B to 0 at              1558380
Undetected fault:   SerialFS_TB.FUT._1136_/Y to 1 at              1558590
Undetected fault:   SerialFS_TB.FUT._1139_/Y to 0 at              1558800
Undetected fault:   SerialFS_TB.FUT._1139_/B to 1 at              1559010
Undetected fault:   SerialFS_TB.FUT._1139_/A to 1 at              1559220
Undetected fault:   SerialFS_TB.FUT._1139_/Y to 1 at              1559430
Undetected fault:   SerialFS_TB.FUT._1139_/A to 0 at              1559640
Undetected fault:   SerialFS_TB.FUT._1139_/B to 0 at              1559850
Undetected fault:   SerialFS_TB.FUT._1140_/Y to 0 at              1560060
Undetected fault:   SerialFS_TB.FUT._1140_/A to 1 at              1560270
Undetected fault:   SerialFS_TB.FUT._1140_/B to 1 at              1560480
Undetected fault:   SerialFS_TB.FUT._1140_/B to 0 at              1560690
Undetected fault:   SerialFS_TB.FUT._1140_/A to 0 at              1560900
Undetected fault:   SerialFS_TB.FUT._1140_/Y to 1 at              1561110
Undetected fault:   SerialFS_TB.FUT._1141_/Y to 0 at              1561320
Undetected fault:   SerialFS_TB.FUT._1141_/B to 1 at              1561530
Undetected fault:   SerialFS_TB.FUT._1141_/A to 1 at              1561740
Undetected fault:   SerialFS_TB.FUT._1141_/Y to 1 at              1561950
Undetected fault:   SerialFS_TB.FUT._1141_/A to 0 at              1562160
Undetected fault:   SerialFS_TB.FUT._1141_/B to 0 at              1562370
Undetected fault:   SerialFS_TB.FUT._1142_/Y to 0 at              1562580
Undetected fault:   SerialFS_TB.FUT._1142_/A to 1 at              1562790
Undetected fault:   SerialFS_TB.FUT._1142_/B to 1 at              1563000
Undetected fault:   SerialFS_TB.FUT._1142_/B to 0 at              1563210
Undetected fault:   SerialFS_TB.FUT._1142_/A to 0 at              1563420
Undetected fault:   SerialFS_TB.FUT._1164_/A to 0 at              1563630
Undetected fault:   SerialFS_TB.FUT._1164_/Y to 0 at              1563840
Undetected fault:   SerialFS_TB.FUT._1164_/B to 1 at              1564050
Undetected fault:   SerialFS_TB.FUT._1164_/A to 1 at              1564260
Undetected fault:   SerialFS_TB.FUT._1165_/A to 0 at              1564470
Undetected fault:   SerialFS_TB.FUT._1143_/B to 0 at              1564680
Undetected fault:   SerialFS_TB.FUT._1143_/A to 0 at              1564890
Undetected fault:   SerialFS_TB.FUT.N2753 to 0 at              1565100
Undetected fault:   SerialFS_TB.FUT._1165_/Y to 0 at              1565310
Undetected fault:   SerialFS_TB.FUT._1165_/B to 1 at              1565520
Undetected fault:   SerialFS_TB.FUT._1165_/A to 1 at              1565730
Undetected fault:   SerialFS_TB.FUT._1143_/Y to 1 at              1565940
Undetected fault:   SerialFS_TB.FUT._1164_/Y to 1 at              1566150
Undetected fault:   SerialFS_TB.FUT._1146_/Y to 1 at              1566360
Undetected fault:   SerialFS_TB.FUT._1146_/A to 0 at              1566570
Undetected fault:   SerialFS_TB.FUT._1146_/B to 0 at              1566780
Undetected fault:   SerialFS_TB.FUT._1145_/Y to 0 at              1566990
Undetected fault:   SerialFS_TB.FUT._1144_/Y to 0 at              1567200
Undetected fault:   SerialFS_TB.FUT._1146_/Y to 0 at              1567410
Undetected fault:   SerialFS_TB.FUT._1145_/B to 1 at              1567620
Undetected fault:   SerialFS_TB.FUT._1145_/A to 1 at              1567830
Undetected fault:   SerialFS_TB.FUT._1145_/Y to 1 at              1568040
Undetected fault:   SerialFS_TB.FUT._1145_/B to 0 at              1568250
Undetected fault:   SerialFS_TB.FUT._1145_/A to 0 at              1568460
Undetected fault:   SerialFS_TB.FUT._1146_/A to 1 at              1568670
Undetected fault:   SerialFS_TB.FUT._1144_/B to 1 at              1568880
Undetected fault:   SerialFS_TB.FUT._1144_/A to 1 at              1569090
Undetected fault:   SerialFS_TB.FUT._1144_/Y to 1 at              1569300
Undetected fault:   SerialFS_TB.FUT._1144_/A to 0 at              1569510
Undetected fault:   SerialFS_TB.FUT._1144_/B to 0 at              1569720
Undetected fault:   SerialFS_TB.FUT._1146_/B to 1 at              1569930
Undetected fault:   SerialFS_TB.FUT._1149_/Y to 1 at              1570140
Undetected fault:   SerialFS_TB.FUT._1149_/A to 0 at              1570350
Undetected fault:   SerialFS_TB.FUT._1149_/B to 0 at              1570560
Undetected fault:   SerialFS_TB.FUT._1148_/Y to 0 at              1570770
Undetected fault:   SerialFS_TB.FUT._1147_/Y to 0 at              1570980
Undetected fault:   SerialFS_TB.FUT._1149_/Y to 0 at              1571190
Undetected fault:   SerialFS_TB.FUT._1148_/B to 1 at              1571400
Undetected fault:   SerialFS_TB.FUT._1148_/A to 1 at              1571610
Undetected fault:   SerialFS_TB.FUT._1148_/Y to 1 at              1571820
Undetected fault:   SerialFS_TB.FUT._1148_/B to 0 at              1572030
Undetected fault:   SerialFS_TB.FUT._1148_/A to 0 at              1572240
Undetected fault:   SerialFS_TB.FUT._1149_/A to 1 at              1572450
Undetected fault:   SerialFS_TB.FUT._1147_/B to 1 at              1572660
Undetected fault:   SerialFS_TB.FUT._1147_/A to 1 at              1572870
Undetected fault:   SerialFS_TB.FUT._1147_/Y to 1 at              1573080
Undetected fault:   SerialFS_TB.FUT._1147_/A to 0 at              1573290
Undetected fault:   SerialFS_TB.FUT._1147_/B to 0 at              1573500
Undetected fault:   SerialFS_TB.FUT._1149_/B to 1 at              1573710
Undetected fault:   SerialFS_TB.FUT._1150_/Y to 0 at              1573920
Undetected fault:   SerialFS_TB.FUT._1150_/B to 1 at              1574130
Undetected fault:   SerialFS_TB.FUT._1150_/A to 1 at              1574340
Undetected fault:   SerialFS_TB.FUT._1150_/Y to 1 at              1574550
Undetected fault:   SerialFS_TB.FUT._1150_/A to 0 at              1574760
Undetected fault:   SerialFS_TB.FUT._1150_/B to 0 at              1574970
Undetected fault:   SerialFS_TB.FUT._1151_/Y to 0 at              1575180
Undetected fault:   SerialFS_TB.FUT._1151_/A to 1 at              1575390
Undetected fault:   SerialFS_TB.FUT._1151_/B to 1 at              1575600
Undetected fault:   SerialFS_TB.FUT._1151_/B to 0 at              1575810
Undetected fault:   SerialFS_TB.FUT._1151_/A to 0 at              1576020
Undetected fault:   SerialFS_TB.FUT._1151_/Y to 1 at              1576230
Undetected fault:   SerialFS_TB.FUT._1152_/Y to 0 at              1576440
Undetected fault:   SerialFS_TB.FUT._1152_/A to 1 at              1576650
Undetected fault:   SerialFS_TB.FUT._1152_/Y to 1 at              1576860
Undetected fault:   SerialFS_TB.FUT._1152_/A to 0 at              1577070
Undetected fault:   SerialFS_TB.FUT._1153_/Y to 0 at              1577280
Undetected fault:   SerialFS_TB.FUT._1153_/A to 1 at              1577490
Undetected fault:   SerialFS_TB.FUT._1153_/B to 1 at              1577700
Undetected fault:   SerialFS_TB.FUT._1155_/B to 0 at              1577910
Undetected fault:   SerialFS_TB.FUT._1155_/Y to 1 at              1578120
Undetected fault:   SerialFS_TB.FUT._1154_/B to 0 at              1578330
Undetected fault:   SerialFS_TB.FUT._1154_/A to 0 at              1578540
Undetected fault:   SerialFS_TB.FUT._1154_/Y to 0 at              1578750
Undetected fault:   SerialFS_TB.FUT._1154_/B to 1 at              1578960
Undetected fault:   SerialFS_TB.FUT._1154_/A to 1 at              1579170
Undetected fault:   SerialFS_TB.FUT._1155_/A to 0 at              1579380
Undetected fault:   SerialFS_TB.FUT._1153_/B to 0 at              1579590
Undetected fault:   SerialFS_TB.FUT._1153_/A to 0 at              1579800
Undetected fault:   SerialFS_TB.FUT._1155_/Y to 0 at              1580010
Undetected fault:   SerialFS_TB.FUT._1155_/A to 1 at              1580220
Undetected fault:   SerialFS_TB.FUT._1155_/B to 1 at              1580430
Undetected fault:   SerialFS_TB.FUT._1154_/Y to 1 at              1580640
Undetected fault:   SerialFS_TB.FUT._1153_/Y to 1 at              1580850
Undetected fault:   SerialFS_TB.FUT._1156_/Y to 0 at              1581060
Undetected fault:   SerialFS_TB.FUT._1156_/A to 1 at              1581270
Undetected fault:   SerialFS_TB.FUT._1156_/B to 1 at              1581480
Undetected fault:   SerialFS_TB.FUT._1156_/B to 0 at              1581690
Undetected fault:   SerialFS_TB.FUT._1156_/A to 0 at              1581900
Undetected fault:   SerialFS_TB.FUT._1156_/Y to 1 at              1582110
Undetected fault:   SerialFS_TB.FUT._1157_/Y to 0 at              1582320
Undetected fault:   SerialFS_TB.FUT._1157_/B to 1 at              1582530
Undetected fault:   SerialFS_TB.FUT._1157_/A to 1 at              1582740
Undetected fault:   SerialFS_TB.FUT._1159_/B to 0 at              1582950
Undetected fault:   SerialFS_TB.FUT._1159_/Y to 1 at              1583160
Undetected fault:   SerialFS_TB.FUT._1158_/B to 0 at              1583370
Undetected fault:   SerialFS_TB.FUT._1158_/A to 0 at              1583580
Undetected fault:   SerialFS_TB.FUT._1158_/Y to 0 at              1583790
Undetected fault:   SerialFS_TB.FUT._1158_/A to 1 at              1584000
Undetected fault:   SerialFS_TB.FUT._1158_/B to 1 at              1584210
Undetected fault:   SerialFS_TB.FUT._1159_/A to 0 at              1584420
Undetected fault:   SerialFS_TB.FUT._1157_/B to 0 at              1584630
Undetected fault:   SerialFS_TB.FUT._1157_/A to 0 at              1584840
Undetected fault:   SerialFS_TB.FUT._1159_/Y to 0 at              1585050
Undetected fault:   SerialFS_TB.FUT._1159_/B to 1 at              1585260
Undetected fault:   SerialFS_TB.FUT._1159_/A to 1 at              1585470
Undetected fault:   SerialFS_TB.FUT._1157_/Y to 1 at              1585680
Undetected fault:   SerialFS_TB.FUT._1158_/Y to 1 at              1585890
Undetected fault:   SerialFS_TB.FUT._1160_/Y to 0 at              1586100
Undetected fault:   SerialFS_TB.FUT._1160_/A to 1 at              1586310
Undetected fault:   SerialFS_TB.FUT._1160_/B to 1 at              1586520
Undetected fault:   SerialFS_TB.FUT._1160_/B to 0 at              1586730
Undetected fault:   SerialFS_TB.FUT._1160_/A to 0 at              1586940
Undetected fault:   SerialFS_TB.FUT._1160_/Y to 1 at              1587150
Undetected fault:   SerialFS_TB.FUT._1161_/Y to 0 at              1587360
Undetected fault:   SerialFS_TB.FUT._1161_/B to 1 at              1587570
Undetected fault:   SerialFS_TB.FUT._1161_/A to 1 at              1587780
Undetected fault:   SerialFS_TB.FUT._1161_/Y to 1 at              1587990
Undetected fault:   SerialFS_TB.FUT._1161_/A to 0 at              1588200
Undetected fault:   SerialFS_TB.FUT._1161_/B to 0 at              1588410
Undetected fault:   SerialFS_TB.FUT._1162_/Y to 0 at              1588620
