==========> Fault Simulation Begins at                    0 
Test Vector number         375 is:  000001001001011110010001101010011101 
Test Vector number         376 is:  000001000000010000001011000000101111 
Test Vector number         377 is:  000110000100111100110001011010000000 
Test Vector number         378 is:  000011101100000000010000011111011110 
Test Vector number         379 is:  000101110111111000010100100000101001 
Test Vector number         380 is:  000011111111101010010100000101111001 
Test Vector number         381 is:  000101110110011001001000011010001011 
Test Vector number         382 is:  000001001101111110110101000010100101 
Test Vector number         383 is:  000000010101110011101000011010111000 
Test Vector number         384 is:  000011010011010010010110011110100101 
Test Vector number         385 is:  000010100100101101111000101110011011 
Test Vector number         386 is:  000000101001101100011100100110101001 
Test Vector number         387 is:  000101010111101011101000110000100100 
Test Vector number         388 is:  000111111000010100010100011001000010 
Detected fault : s@0  SerialFS_TB.FUT._0855_.Y
Detected fault : s@0  SerialFS_TB.FUT._0956_.Y
Detected fault : s@1  SerialFS_TB.FUT._0957_.Y
Detected fault : s@1  SerialFS_TB.FUT._1251_.Y
Detected fault : s@1  SerialFS_TB.FUT._1312_.A
Test Vector number         389 is:  000000111110010010001110000111100000 
Test Vector number         390 is:  000010000011111000101010110100101011 
Test Vector number         391 is:  000010011010100010000110101010001010 
Test Vector number         392 is:  000011101010100101111001110101111101 
Test Vector number         393 is:  000110000000101110111010101111010111 
Test Vector number         394 is:  000000100001111101000100000010001011 
Test Vector number         395 is:  000010101010001010010000001100011010 
Test Vector number         396 is:  000110010111110100011111111111110101 
Test Vector number         397 is:  000001001110100111110110011000011010 
Test Vector number         398 is:  000101101011011110101000110010110111 
Test Vector number         399 is:  000000010000110011110100000100000101 
Test Vector number         400 is:  000010000100011100100011000100011110 
Test Vector number         401 is:  000010010000000100101001110100011011 
Test Vector number         402 is:  000011101011111100001010000011111111 
Test Vector number         403 is:  000000011000010101000110101111001011 
Test Vector number         404 is:  000011000001000011110111111111010001 
Test Vector number         405 is:  000100110000001011111011000000100101 
Test Vector number         406 is:  000001100011011100010010000101101110 
Test Vector number         407 is:  000011011001101010001001110001010001 
Test Vector number         408 is:  000010011100111101101111000010101000 
Test Vector number         409 is:  000011101110101001000111111110000011 
Test Vector number         410 is:  000111101111000101001001111100100111 
Test Vector number         411 is:  000011110011011101011011011100000101 
Test Vector number         412 is:  000111111000000100101100111111111010 
Test Vector number         413 is:  000001000110110110010111111010001000 
Test Vector number         414 is:  000010101100110110000100010010100111 
Detected fault : s@0  SerialFS_TB.FUT._1197_.Y
Detected fault : s@1  SerialFS_TB.FUT._1268_.Y
Detected fault : s@0  SerialFS_TB.FUT._1300_.Y
Detected fault : s@0  SerialFS_TB.FUT._1306_.Y
Detected fault : s@1  SerialFS_TB.FUT._1307_.Y
Detected fault : s@1  SerialFS_TB.FUT._1369_.Y
Detected fault : s@0  SerialFS_TB.FUT._1369_.A
Detected fault : s@0  SerialFS_TB.FUT._1370_.Y
Detected fault : s@0  SerialFS_TB.FUT._1390_.Y
Detected fault : s@0  SerialFS_TB.FUT._1397_.Y
Detected fault : s@1  SerialFS_TB.FUT._1398_.A
Detected fault : s@0  SerialFS_TB.FUT._1406_.Y
Detected fault : s@0  SerialFS_TB.FUT._1407_.A
Detected fault : s@1  SerialFS_TB.FUT._1408_.Y
Test Vector number         415 is:  000010011111101101100101001000110001 
Test Vector number         416 is:  000011101011000101101100111100101101 
Test Vector number         417 is:  000010100110111010011110001010100101 
Test Vector number         418 is:  000101110111100100000110010111010110 
Test Vector number         419 is:  000110000010101101110010111101101010 
Test Vector number         420 is:  000010001100100101111100111110110000 
Test Vector number         421 is:  000110010011001110011010110111110010 
Test Vector number         422 is:  000101010100101011001110010000010101 
Test Vector number         423 is:  000000000000001110000000011111100000 
Test Vector number         424 is:  000000011010111001100000101011011011 
Detected fault : s@0  SerialFS_TB.FUT._1412_.Y
Detected fault : s@0  SerialFS_TB.FUT._1412_.Y
Test Vector number         425 is:  000110101000111101100101011100011011 
Test Vector number         426 is:  000000010000101001001111011110101100 
Test Vector number         427 is:  000110101101111001001001011011100101 
Test Vector number         428 is:  000101111100101000110011010100110100 
Test Vector number         429 is:  000111111100111101000010100101100001 
Test Vector number         430 is:  000111111001100111111010000111000000 
Test Vector number         431 is:  000110111010001100000011100010000100 
Test Vector number         432 is:  000101111100011010111101010010101100 
Test Vector number         433 is:  000011100010100111110111111111100010 
Test Vector number         434 is:  000111100011111011010100100101110101 
Test Vector number         435 is:  000101000111110011010110010001100000 
Test Vector number         436 is:  000111110100011101001011001100110011 
Test Vector number         437 is:  000001110111000000001010010101001101 
Test Vector number         438 is:  000100100010010100001111110001011101 
Test Vector number         439 is:  000000111100010010111001100100100101 
Test Vector number         440 is:  000100001110101110111100010111001011 
Test Vector number         441 is:  000001101010110010000101101101010111 
Test Vector number         442 is:  000001010101111010111001100100110111 
Test Vector number         443 is:  000100110010010110100010111111111100 
Test Vector number         444 is:  000111001000000100010000111101101101 
Test Vector number         445 is:  000000101101101011011100111100111011 
Test Vector number         446 is:  000101101011110100010000101101100101 
Test Vector number         447 is:  000000001110001100100110100001100101 
Test Vector number         448 is:  000110110000010011001110110111000010 
Test Vector number         449 is:  000100000111010001000011101000110011 
Test Vector number         450 is:  000110011000101110000100111100100011 
Test Vector number         451 is:  000010101010010001110010100001001100 
Test Vector number         452 is:  000110110001101100101000010111110111 
Test Vector number         453 is:  000010100010000110110110100100110010 
Test Vector number         454 is:  000010001110001111111011100111011100 
Test Vector number         455 is:  000100010110101101010111011100101110 
Test Vector number         456 is:  000100000010101001010010000110010110 
Test Vector number         457 is:  000010101100010101111011101110000111 
Test Vector number         458 is:  000001010111111000010100100011001011 
Test Vector number         459 is:  000110101100010011111110001100100001 
Test Vector number         460 is:  000100101001000000010110100001001101 
Test Vector number         461 is:  000110100011100010000111001111111001 
Test Vector number         462 is:  000100010011100110111011101000001011 
Test Vector number         463 is:  000001001101101110110101110110001100 
Test Vector number         464 is:  000111010110101011001011010110010111 
Test Vector number         465 is:  000011110111000111110000100110010100 
Test Vector number         466 is:  000001111000011000001000000110101010 
Test Vector number         467 is:  000111001001011101110110010000111001 
Test Vector number         468 is:  000010000001110000000010101110110110 
Test Vector number         469 is:  000100011111100001001010111110010100 
Test Vector number         470 is:  000001101001001010100110100100011001 
Test Vector number         471 is:  000111100111011100101001010011011110 
Test Vector number         472 is:  000100101000101010100011101010111001 
Test Vector number         473 is:  000100111100100110011110100111110001 
Test Vector number         474 is:  000110001010000110101011010000011000 
Test Vector number         475 is:  000101011100100110100101010100000110 
Test Vector number         476 is:  000101010100011100011000001100101111 
Test Vector number         477 is:  000000101111001101111001011100011101 
Test Vector number         478 is:  000101011101010011010011011011011100 
Test Vector number         479 is:  000101000010011101101101110011110010 
Test Vector number         480 is:  000101010100101101011110010010000000 
Test Vector number         481 is:  000000100011000100101100110000011001 
Test Vector number         482 is:  000110110001101011001001001111011111 
Test Vector number         483 is:  000100000011011001110111100100100000 
Test Vector number         484 is:  000000010111001111011001000010010101 
Test Vector number         485 is:  000111110001110011101110111010000011 
Test Vector number         486 is:  000000011010000111100010000001110101 
Test Vector number         487 is:  000110001000010110111101001011010000 
Test Vector number         488 is:  000000011000100101010101001100111100 
Test Vector number         489 is:  000001111110111001010100110110000000 
Test Vector number         490 is:  000011010110000001110001011001111101 
Test Vector number         491 is:  000101110001010001010011001111100011 
Test Vector number         492 is:  000010011010010011110110101010011101 
Test Vector number         493 is:  000101100011111010010110111001101001 
Test Vector number         494 is:  000010111000001110110111101100111100 
Test Vector number         495 is:  000111101111001011111000100111000011 
Test Vector number         496 is:  000000001001110000001111010111000000 
Test Vector number         497 is:  000101001001101000010110101001010111 
Test Vector number         498 is:  000000000001100111111000100100001001 
Test Vector number         499 is:  000001100110101011110000001100100000 
